,title,star,review,Cleaned
2103, حمید شیرازی,5.0,بنای تاریخی که قدمت آن به دوره اتابک خان فارس می رسد و توسط عشایر غیور ساخته شده و نشان از تکنیک بالای آن زمان دارد، سفری به یاد ماندنی همراه با هیجان رفتینگ در انتظار شماست…,بنای تاریخی که قدمت آن به دوره اتابک خان فارس می رسد و توسط عشایر غیور ساخته شده و نشان از تکنیک بالای آن زمان دارد سفری به یاد ماندنی همراه با هیجان رفتینگ در انتظار شماست…
2104, هادی پاسبانی,5.0,فضای بسیار خوبی است و فقط در شلوغی طبیعت، وگرنه جای خیلی خیلی خوبی است. …,فضای بسیار خوبی است و فقط در شلوغی طبیعت وگرنه جای خیلی خیلی خوبی است …
2105, علیرضا تراکمه,5.0,"""شهری بسیار زیبا که باید به قطب گردشگری تبدیل شود، اگر به این شهر رفتید حتما به عسل فروشی گلدن بی که در پمپ بنزین شهر هم تبلیغ می شود سر بزنید...", شهری بسیار زیبا که باید به قطب گردشگری تبدیل شود اگر به این شهر رفتید حتما به عسل فروشی گلدن بی که در پمپ بنزین شهر هم تبلیغ می شود سر بزنید 
2106, مهدی کدخداپور,4.0,"""محل خوبی برای داشتن یک خانواده سرگرم کننده با کمی مراقبت بیشتر، به خصوص برای جمع آوری زباله های بیشتر برای کاهش تعداد پشه ها. …", محل خوبی برای داشتن یک خانواده سرگرم کننده با کمی مراقبت بیشتر به خصوص برای جمع آوری زباله های بیشتر برای کاهش تعداد پشه ها …
2107, روح الله موسوی,1.0,"""خیلی خوب و بازیگوش با روستاهای زیاد اطرافش. اگر به پل زمان خان رفتید حتما از روستاهای گرمدره و قراقوش دیدن کنید.""", خیلی خوب و بازیگوش با روستاهای زیاد اطرافش اگر به پل زمان خان رفتید حتما از روستاهای گرمدره و قراقوش دیدن کنید 
2108, مسلم ضیاء سیستانی,5.0,""" بسیار دیدنی و زیبا. (اورجینال) بسیار دیدنی و زیبا.", بسیار دیدنی و زیبا اورجینال بسیار دیدنی و زیبا 
2109, محسن ز,5.0,مکانی تفریحی در کنار آب که منبع تامین آب زاینده رود اصفهان نیز هست، محیطی سرسبز و زیبا دارد. …,مکانی تفریحی در کنار آب که منبع تامین آب زاینده رود اصفهان نیز هست محیطی سرسبز و زیبا دارد …
2110, esfahan_cookie siampour,1.0,"""کثیف نشو. نمی‌دانم چرا اینقدر پول به دم می‌گیرند، اما آب نمی‌تواند آن را تحمل کند. …", کثیف نشو نمی‌دانم چرا اینقدر پول به دم می‌گیرند اما آب نمی‌تواند آن را تحمل کند …
2111, مجتبی داستانیان,3.0,"""هوای ماه یک سکوت بکر درجه یک است (اصلی)…", هوای ماه یک سکوت بکر درجه یک است اصلی …
2112, محمدرضا عزیزیان,4.0,پل زمان خان یکی از پل های قدیمی زاینده رود است که معمولاً آخر هفته ها شلوغ است.,پل زمان خان یکی از پل های قدیمی زاینده رود است که معمولاً آخر هفته ها شلوغ است 
2113, سزار قربانی,5.0,""" با صفا و دیدنی 🏖️ اهالی خون_گرم 👨‍👩‍👧‍👦 امكانات 70% باشه…", با صفا و دیدنی emoji اهالی خون گرم emoji امکانات 70 باشه…
2114, علیرضا زاهدی,3.0,یک استراحتگاه عالی برای لذت بردن از تعطیلات، رودخانه‌ای پرآب که می‌تواند سواری و سواری لذتی برای تکثیر آن در آنجا داشته باشد. …,یک استراحتگاه عالی برای لذت بردن از تعطیلات رودخانه‌ای پرآب که می‌تواند سواری و سواری لذتی برای تکثیر آن در آنجا داشته باشد …
2115, آسمان ASEMANDESIGN,5.0,"""تعطیلات خوب اما تابستانی در این مکان خوب نیست (اصلی)…", تعطیلات خوب اما تابستانی در این مکان خوب نیست اصلی …
2116, امیر روح اللهی,1.0,«بسیار کثیف، زشت، مگس چشم آدم را می‌گیرد…,«بسیار کثیف زشت مگس چشم آدم را می‌گیرد…
2117, جواد غانمی,5.0,"""خیلی بکر و شفابخش بود، هوا عالی و به دور از هرگونه آلودگی...", خیلی بکر و شفابخش بود هوا عالی و به دور از هرگونه آلودگی 
2118, صادق داروش,1.0,"""جای خیلی خوبی است، امیدوارم همه اول فقط وسایل لازم را بیان کنند، سپس بیان کنند، زیرا بسیار گران است و جوجه و وسایل زیادی ندارند...", جای خیلی خوبی است امیدوارم همه اول فقط وسایل لازم را بیان کنند سپس بیان کنند زیرا بسیار گران است و جوجه و وسایل زیادی ندارند 
2119, محسن مهیاری,3.0,"""محیطی زیبا با صدایی قدرتمند. سعی کنید به تعطیلات نروید زیرا خیلی شلوغ است. …", محیطی زیبا با صدایی قدرتمند سعی کنید به تعطیلات نروید زیرا خیلی شلوغ است …
2120, رسول بیگی ریزی,5.0,""" Park by the Bridge of Zaman Khan (Original) پارک کنار پل زمان خان", park by the bridge of zaman khan original پارک کنار پل زمان خان
2121, مهدی کریمی,2.0,"""این یک مکان معمولی است، فقط برای معروف کردن آن، از نظر طبیعت عالی تمیز نیست. فقط برای یک پیاده روی نیم روز یا حدود 2 ساعت کافی است. …", این یک مکان معمولی است فقط برای معروف کردن آن از نظر طبیعت عالی تمیز نیست فقط برای یک پیاده روی نیم روز یا حدود 2 ساعت کافی است …
2122, محسن برنامه نویس,3.0,"""به خصوص برای بری ارزشش را ندارد. اما اگر دلتنگش شد، خوشحالم که او را ببینی...", به خصوص برای بری ارزشش را ندارد اما اگر دلتنگش شد خوشحالم که او را ببینی 
